web-scraper-order,web-scraper-start-url,reviewer,date,review,star,res
"1614875612-2942","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Aaron Dong","January 10, 2020","Love this game, I made ALL possiable purchases in the game, and sometimes watch ads just for supporting. But translation is WAY off for new class, and there are cards with wrong descriptions (Vanish, Fate manipufation, Sign a contract, Pain Sharing [Sprite link's description]), blessings ( Soul Assumption, Soul Shelling), and some bugs here and there ( change language will not change Achievement). I could only understood after reading Chinese. Really Dissappointed with efferless.","Rated 4 stars out of five stars","null"
"1614875612-1498","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Josh Jines","September 23, 2020","","Rated 5 stars out of five stars","Giant NetworkSeptember 23, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"1614875612-2110","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Stanley Cheng","February 2, 2020","This is a game I love to play and put away for awhile - definitely great value. Unfortunately, after updating the game, I was unable to connect to Google play services. Reinstalling didn't work so I ended up losing my progress and purchases. I hope this can be fixed in subsequent versions - it's a 5 star if it is!","Rated 3 stars out of five stars","null"
"1614875612-5147","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Zero Deke","August 14, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1188","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Pocket Likes","January 6, 2021","You play the same game many many times. Difficulty is fictitious. It's not something you can defeat by clever playing. If you aren't dealt good hands or if the enemy deals ridiculous damage with many resurrections and you only have 50 to 150 hp against 800 hp (1st life) of the enemy's... There is no possible combination of hands you can play to defeat the opponent. So it's a money grab to upgrade. I will not spend on unfair games designed soley to get people to pay.","Rated 1 stars out of five stars","Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you."
"1614875612-4621","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Sven","May 2, 2020","","Rated 5 stars out of five stars","null"
"1614875612-3931","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","DarkDruid Gaming","November 1, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1518","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","TH3HYP3G0D","October 24, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1981","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Risky Raccoon","August 24, 2019","i can tell that a ton of work has been put into this, and while there's a pinch of strategy required to play this game, most of the time it feels like a ""feel like you're doing something simulator"". Most of the gameplay is as engaging as sorting files at an office, but anyone who has done that knows that it can sometimes be therapeutic to zone out and do busy work. this game is for those moments.","Rated 3 stars out of five stars","null"
"1614875612-3266","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Roentgen Abe","October 1, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1390","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ivan Teoh","November 26, 2020","","Rated 5 stars out of five stars","Giant NetworkJuly 20, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-1879","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Lai Nguyen Ha Ngan","September 5, 2019","Surprisingly enough, I found a decent Slay the Spire in this. The only flaw is that the descriptions on cards can be a bit confusing but overall very nice. However, I wish for it to be more difficult. Since you get unlimited attacks, it's pretty easy to headbutt through the run. It should be more punishing, especially on bosses, to spam attacks. (Status: Full Clear Nightmare)","Rated 4 stars out of five stars","null"
"1614875612-1918","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Nathanael Cheung","November 4, 2018","The game is great. It's interesting and has some really fun combinations that keep the game fresh. I do wish there were more than 1 or 2 endgame builds for each class, as I've only been able to find a couple broken decks per class, which makes variety in runs very limited. I had an issue with the change to the new character system, as the previous system costed more than the current one for all the characters, and Giant Network fixed the issue relatively quickly after being notified.","Rated 2 stars out of five stars","Giant NetworkOctober 21, 2018I understand your situation. May I ask your User ID, so that we can track the problem for you?"
"1614875612-2946","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Finn","December 12, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1169","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Juhani Naskali","December 6, 2020","","Rated 5 stars out of five stars","Giant NetworkDecember 9, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"1614875612-4920","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Samuel Mckerrow","August 22, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3778","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Shaun Cowley","October 12, 2019","","Rated 1 stars out of five stars","null"
"1614875612-2367","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","final boss","November 23, 2019","extremely addictive card based rogue-like game. the classes are well varied and we'll balanced; as are the enemies. it's storyline also varies slightly between classes. I only wish there was more to do with the stars, the feature adds a nice change during repeat playthroughs but quickly becomes forgotten once completed (which can be done fairly early on). I definitely don't regret putting money into this game (which is a rare occurrence).","Rated 5 stars out of five stars","null"
"1614875612-2325","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jennifer Volk","April 9, 2019","Hi i love this game and have unlocked all the characters. Lately though it has been crashing even more often than it did before. every time i choose watch ad for more gold, it crashes. Also, the connection to google play seems a bit ropy, after it has crashed, when i restart the game, i need to login again, and more than half the time, even with wifi on etc, the login fails to work, so I have to restart the game again. After a few fails I need to give up. so frustrating and ruining a brill game","Rated 3 stars out of five stars","null"
"1614875612-1456","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Orlando Lopez","November 7, 2020","","Rated 5 stars out of five stars","Giant NetworkNovember 9, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"1614875612-4069","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Paul Womack","June 30, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3493","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chun W Wan","April 28, 2020","","Rated 5 stars out of five stars","null"
"1614875612-3688","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","rho","November 12, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1339","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ben Wong","December 16, 2020","","Rated 3 stars out of five stars","null"
"1614875612-4872","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Rosaline Waffeltaco","June 24, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1740","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Athro Strobilus","October 8, 2020","","Rated 5 stars out of five stars","Giant NetworkOctober 9, 2020Hello! Athro Strobilus! Good day to you! Thank you for your feedback Because our main goal is to provide everyone with the best gaming experience, we are going to keep your input in mind."
"1614875612-2499","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","mark piatchek","October 29, 2018","Awesome card game. Very fun monsters and its cute to boot. The only weirdness is that some of the translation and card text reads a little odd. It can seem misleading until you figure out exactly how some of the cards and abilities work. I bought all the classes, and loved every minute of play time. Great job game makers!","Rated 5 stars out of five stars","null"
